GlobalId,Name,Entity,ObjectType,Length [m],Length Source,Largest Surface Area [m^2],Area Source,Volume [m^3],Volume Source
3mI_gJGe11aesyZ1BnwxLw,Systemelement:Contraflam EI30:1753138,IfcPlate,Systemelement:Contraflam EI30,1.65,(P2) Bounding Box Length,2.1285,(P2) Bounding Box Surface,0.1069,(P1) IFC Quantities
3mI_gJGe11aesyZ1BnwxLx,Systemelement:Contraflam EI30:1753139,IfcPlate,Systemelement:Contraflam EI30,1.51,(P2) Bounding Box Length,1.9479,(P2) Bounding Box Surface,0.0897,(P1) IFC Quantities
3mI_gJGe11aesyZ1BnwxLy,Systemelement:Contraflam EI30:1753140,IfcPlate,Systemelement:Contraflam EI30,1.09,(P2) Bounding Box Length,1.0246,(P2) Bounding Box Surface,0.0352,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOs2,Systemelement:Contraflam EI30:2668691,IfcPlate,Systemelement:Contraflam EI30,1.66,(P2) Bounding Box Length,1.9256,(P2) Bounding Box Surface,0.0892,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOs8,Systemelement:Contraflam EI30:2668697,IfcPlate,Systemelement:Contraflam EI30,1.65,(P2) Bounding Box Length,1.914,(P2) Bounding Box Surface,0.0918,(P1) IFC Quantities
0ygEU9Hxz488eSKHC_S6A5,Systemelement:Contraflam EI30:4827549,IfcPlate,Systemelement:Contraflam EI30,1.21,(P2) Bounding Box Length,0.6413,(P2) Bounding Box Surface,0.0228,(P1) IFC Quantities
0ygEU9Hxz488eSKHC_S61I,Systemelement:Contraflam EI30:4827978,IfcPlate,Systemelement:Contraflam EI30,1.12,(P2) Bounding Box Length,0.5824,(P2) Bounding Box Surface,0.0198,(P1) IFC Quantities
3pJOH7TkT6DO1BGpL4Z68q,Systemelement:Dämmelement:1123941,IfcPlate,Systemelement:Dämmelement,1.3,(P2) Bounding Box Length,0.65,(P2) Bounding Box Surface,0.0131,(P1) IFC Quantities
3pJOH7TkT6DO1BGpL4Z68s,Systemelement:Dämmelement:1123943,IfcPlate,Systemelement:Dämmelement,1.3,(P2) Bounding Box Length,0.65,(P2) Bounding Box Surface,0.0131,(P1) IFC Quantities
3pJOH7TkT6DO1BGpL4Z68u,Systemelement:Dämmelement:1123945,IfcPlate,Systemelement:Dämmelement,1.02,(P2) Bounding Box Length,0.5202,(P2) Bounding Box Surface,0.0103,(P1) IFC Quantities
3pJOH7TkT6DO1BGpL4Z68W,Systemelement:Dämmelement:1123953,IfcPlate,Systemelement:Dämmelement,0.98,(P2) Bounding Box Length,0.4998,(P2) Bounding Box Surface,0.0099,(P1) IFC Quantities
3pJOH7TkT6DO1BGpL4Z68Y,Systemelement:Dämmelement:1123955,IfcPlate,Systemelement:Dämmelement,1.3,(P2) Bounding Box Length,0.65,(P2) Bounding Box Surface,0.0131,(P1) IFC Quantities
3pJOH7TkT6DO1BGpL4Z68a,Systemelement:Dämmelement:1123957,IfcPlate,Systemelement:Dämmelement,1.3,(P2) Bounding Box Length,0.65,(P2) Bounding Box Surface,0.0131,(P1) IFC Quantities
3pJOH7TkT6DO1BGpL4Z68c,Systemelement:Dämmelement:1123959,IfcPlate,Systemelement:Dämmelement,1.3,(P2) Bounding Box Length,0.65,(P2) Bounding Box Surface,0.0131,(P1) IFC Quantities
3pJOH7TkT6DO1BGpL4Z6BH,Systemelement:Dämmelement:1123968,IfcPlate,Systemelement:Dämmelement,1.43,(P2) Bounding Box Length,0.7293,(P2) Bounding Box Surface,0.0144,(P1) IFC Quantities
3pJOH7TkT6DO1BGpL4Z6BJ,Systemelement:Dämmelement:1123970,IfcPlate,Systemelement:Dämmelement,1.3,(P2) Bounding Box Length,0.65,(P2) Bounding Box Surface,0.0131,(P1) IFC Quantities
3pJOH7TkT6DO1BGpL4Z6BL,Systemelement:Dämmelement:1123972,IfcPlate,Systemelement:Dämmelement,1.3,(P2) Bounding Box Length,0.65,(P2) Bounding Box Surface,0.0131,(P1) IFC Quantities
3pJOH7TkT6DO1BGpL4Z6BT,Systemelement:Dämmelement:1123980,IfcPlate,Systemelement:Dämmelement,0.97,(P2) Bounding Box Length,0.4947,(P2) Bounding Box Surface,0.0098,(P1) IFC Quantities
3pJOH7TkT6DO1BGpL4Z6B1,Systemelement:Dämmelement:1123984,IfcPlate,Systemelement:Dämmelement,1.3,(P2) Bounding Box Length,0.611,(P2) Bounding Box Surface,0.0122,(P1) IFC Quantities
3pJOH7TkT6DO1BGpL4Z6B5,Systemelement:Dämmelement:1123988,IfcPlate,Systemelement:Dämmelement,1.3,(P2) Bounding Box Length,0.611,(P2) Bounding Box Surface,0.0122,(P1) IFC Quantities
3pJOH7TkT6DO1BGpL4Z6B7,Systemelement:Dämmelement:1123990,IfcPlate,Systemelement:Dämmelement,1.28,(P2) Bounding Box Length,0.6016,(P2) Bounding Box Surface,0.012,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOO8V,Systemelement:Dämmelement:2668302,IfcPlate,Systemelement:Dämmelement,1.35,(P2) Bounding Box Length,0.6885,(P2) Bounding Box Surface,0.0136,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOO81,Systemelement:Dämmelement:2668304,IfcPlate,Systemelement:Dämmelement,1.3,(P2) Bounding Box Length,0.663,(P2) Bounding Box Surface,0.0131,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOO9S,Systemelement:Dämmelement:2668365,IfcPlate,Systemelement:Dämmelement,1.5,(P2) Bounding Box Length,0.3,(P2) Bounding Box Surface,0.0062,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOO9V,Systemelement:Dämmelement:2668366,IfcPlate,Systemelement:Dämmelement,1.51,(P2) Bounding Box Length,0.302,(P2) Bounding Box Surface,0.0062,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOO9U,Systemelement:Dämmelement:2668367,IfcPlate,Systemelement:Dämmelement,1.51,(P2) Bounding Box Length,0.302,(P2) Bounding Box Surface,0.0062,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOAx,Systemelement:Dämmelement:2668458,IfcPlate,Systemelement:Dämmelement,1.35,(P2) Bounding Box Length,0.675,(P2) Bounding Box Surface,0.0137,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOAz,Systemelement:Dämmelement:2668460,IfcPlate,Systemelement:Dämmelement,1.3,(P2) Bounding Box Length,0.65,(P2) Bounding Box Surface,0.0131,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOA$,Systemelement:Dämmelement:2668462,IfcPlate,Systemelement:Dämmelement,1.3,(P2) Bounding Box Length,0.65,(P2) Bounding Box Surface,0.0131,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOqv,Systemelement:Dämmelement:2668584,IfcPlate,Systemelement:Dämmelement,1.29,(P2) Bounding Box Length,0.6321,(P2) Bounding Box Surface,0.0126,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOqu,Systemelement:Dämmelement:2668585,IfcPlate,Systemelement:Dämmelement,1.3,(P2) Bounding Box Length,0.637,(P2) Bounding Box Surface,0.0126,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOqx,Systemelement:Dämmelement:2668586,IfcPlate,Systemelement:Dämmelement,1.44,(P2) Bounding Box Length,0.7056,(P2) Bounding Box Surface,0.0139,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOre,Systemelement:Dämmelement:2668665,IfcPlate,Systemelement:Dämmelement,1.17,(P2) Bounding Box Length,0.5967,(P2) Bounding Box Surface,0.0118,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOrj,Systemelement:Dämmelement:2668668,IfcPlate,Systemelement:Dämmelement,1.17,(P2) Bounding Box Length,0.5967,(P2) Bounding Box Surface,0.0119,(P1) IFC Quantities
0ygEU9Hxz488eSKHC_S6A3,Systemelement:Dämmelement:4827547,IfcPlate,Systemelement:Dämmelement,0.6,(P2) Bounding Box Length,0.306,(P2) Bounding Box Surface,0.0061,(P1) IFC Quantities
0ygEU9Hxz488eSKHC_S61G,Systemelement:Dämmelement:4827976,IfcPlate,Systemelement:Dämmelement,0.64,(P2) Bounding Box Length,0.3264,(P2) Bounding Box Surface,0.0063,(P1) IFC Quantities
0MeLU3GPHBbvnUpjYvUYjN,Systemelement:SageGlass VSG:1612785,IfcPlate,Systemelement:SageGlass VSG,2.01,(P2) Bounding Box Length,2.5929,(P2) Bounding Box Surface,0.1348,(P1) IFC Quantities
0MeLU3GPHBbvnUpjYvUYjK,Systemelement:SageGlass VSG:1612786,IfcPlate,Systemelement:SageGlass VSG,2.24,(P2) Bounding Box Length,2.8896,(P2) Bounding Box Surface,0.1503,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOO9T,Systemelement:SageGlass VSG:2668364,IfcPlate,Systemelement:SageGlass VSG,1.29,(P2) Bounding Box Length,1.4319,(P2) Bounding Box Surface,0.0745,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOO9r,Systemelement:SageGlass VSG:2668388,IfcPlate,Systemelement:SageGlass VSG,1.85,(P2) Bounding Box Length,2.775,(P2) Bounding Box Surface,0.144,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOO9q,Systemelement:SageGlass VSG:2668389,IfcPlate,Systemelement:SageGlass VSG,2.46,(P2) Bounding Box Length,3.69,(P2) Bounding Box Surface,0.1915,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOO9t,Systemelement:SageGlass VSG:2668390,IfcPlate,Systemelement:SageGlass VSG,2.01,(P2) Bounding Box Length,3.015,(P2) Bounding Box Surface,0.1565,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOA4,Systemelement:SageGlass VSG:2668437,IfcPlate,Systemelement:SageGlass VSG,1.98,(P2) Bounding Box Length,2.5542,(P2) Bounding Box Surface,0.1328,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOB2,Systemelement:SageGlass VSG:2668499,IfcPlate,Systemelement:SageGlass VSG,2.01,(P2) Bounding Box Length,2.5929,(P2) Bounding Box Surface,0.1348,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOB5,Systemelement:SageGlass VSG:2668500,IfcPlate,Systemelement:SageGlass VSG,1.59,(P2) Bounding Box Length,2.0511,(P2) Bounding Box Surface,0.1067,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOBC,Systemelement:SageGlass VSG:2668509,IfcPlate,Systemelement:SageGlass VSG,1.67,(P2) Bounding Box Length,2.1543,(P2) Bounding Box Surface,0.112,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOBs,Systemelement:SageGlass VSG:2668519,IfcPlate,Systemelement:SageGlass VSG,1.85,(P2) Bounding Box Length,2.3865,(P2) Bounding Box Surface,0.1241,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOBa,Systemelement:SageGlass VSG:2668533,IfcPlate,Systemelement:SageGlass VSG,1.44,(P2) Bounding Box Length,1.8576,(P2) Bounding Box Surface,0.0966,(P1) IFC Quantities
3pJOH7TkT6DO1BGpL4Z6DM,Systemelement:SageGlass VSG Sonderform:1124103,IfcPlate,Systemelement:SageGlass VSG Sonderform,1.35,(P2) Bounding Box Length,1.6335,(P2) Bounding Box Surface,0.0621,(P1) IFC Quantities
3pJOH7TkT6DO1BGpL4Z6D0,Systemelement:SageGlass VSG Sonderform:1124113,IfcPlate,Systemelement:SageGlass VSG Sonderform,1.29,(P2) Bounding Box Length,0.8643,(P2) Bounding Box Surface,0.0447,(P1) IFC Quantities
3pJOH7TkT6DO1BGpL4Z6CK,Systemelement:SageGlass VSG Sonderform:1124165,IfcPlate,Systemelement:SageGlass VSG Sonderform,1.29,(P2) Bounding Box Length,0.9804,(P2) Bounding Box Surface,0.0464,(P1) IFC Quantities
3pJOH7TkT6DO1BGpL4Z6Fw,Systemelement:SageGlass VSG Sonderform:1124267,IfcPlate,Systemelement:SageGlass VSG Sonderform,1.29,(P2) Bounding Box Length,1.4577,(P2) Bounding Box Surface,0.0565,(P1) IFC Quantities
3pJOH7TkT6DO1BGpL4Z6Fa,Systemelement:SageGlass VSG Sonderform:1124277,IfcPlate,Systemelement:SageGlass VSG Sonderform,1.24,(P2) Bounding Box Length,1.24,(P2) Bounding Box Surface,0.0299,(P1) IFC Quantities
0MeLU3GPHBbvnUpjYvUYjL,Systemelement:SageGlass VSG Sonderform:1612787,IfcPlate,Systemelement:SageGlass VSG Sonderform,1.52,(P2) Bounding Box Length,1.824,(P2) Bounding Box Surface,0.0852,(P1) IFC Quantities
3mEEkmrT97eAmn8ALxnOYt,Systemelement:SageGlass VSG Sonderform:1755320,IfcPlate,Systemelement:SageGlass VSG Sonderform,1.07,(P2) Bounding Box Length,0.9737,(P2) Bounding Box Surface,0.0362,(P1) IFC Quantities
3mEEkmrT97eAmn8ALxnOYs,Systemelement:SageGlass VSG Sonderform:1755321,IfcPlate,Systemelement:SageGlass VSG Sonderform,1.41,(P2) Bounding Box Length,1.8189,(P2) Bounding Box Surface,0.0833,(P1) IFC Quantities
3mEEkmrT97eAmn8ALxnOYq,Systemelement:SageGlass VSG Sonderform:1755323,IfcPlate,Systemelement:SageGlass VSG Sonderform,1.41,(P2) Bounding Box Length,1.8189,(P2) Bounding Box Surface,0.0839,(P1) IFC Quantities
3mEEkmrT97eAmn8ALxnOYp,Systemelement:SageGlass VSG Sonderform:1755324,IfcPlate,Systemelement:SageGlass VSG Sonderform,1.09,(P2) Bounding Box Length,1.0573,(P2) Bounding Box Surface,0.0365,(P1) IFC Quantities
171EGtYcP0X8Gik3LRycUY,Systemelement:SageGlass VSG Sonderform:1910556,IfcPlate,Systemelement:SageGlass VSG Sonderform,1.67,(P2) Bounding Box Length,2.1543,(P2) Bounding Box Surface,0.1082,(P1) IFC Quantities
2rph2ZE798APEdFkAwOFpx,Systemelement:SageGlass VSG Sonderform:1939832,IfcPlate,Systemelement:SageGlass VSG Sonderform,1.3,(P2) Bounding Box Length,1.04,(P2) Bounding Box Surface,0.0448,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOO8w,Systemelement:SageGlass VSG Sonderform:2668331,IfcPlate,Systemelement:SageGlass VSG Sonderform,1.5,(P2) Bounding Box Length,1.155,(P2) Bounding Box Surface,0.057,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOO8a,Systemelement:SageGlass VSG Sonderform:2668341,IfcPlate,Systemelement:SageGlass VSG Sonderform,1.5,(P2) Bounding Box Length,1.5,(P2) Bounding Box Surface,0.0649,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOO9H,Systemelement:SageGlass VSG Sonderform:2668352,IfcPlate,Systemelement:SageGlass VSG Sonderform,1.5,(P2) Bounding Box Length,1.92,(P2) Bounding Box Surface,0.0773,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOA5,Systemelement:SageGlass VSG Sonderform:2668436,IfcPlate,Systemelement:SageGlass VSG Sonderform,2.45,(P2) Bounding Box Length,3.1115,(P2) Bounding Box Surface,0.1459,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOAi,Systemelement:SageGlass VSG Sonderform:2668477,IfcPlate,Systemelement:SageGlass VSG Sonderform,1.29,(P2) Bounding Box Length,0.9546,(P2) Bounding Box Surface,0.0423,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOBN,Systemelement:SageGlass VSG Sonderform:2668486,IfcPlate,Systemelement:SageGlass VSG Sonderform,1.53,(P2) Bounding Box Length,1.9737,(P2) Bounding Box Surface,0.0879,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOB4,Systemelement:SageGlass VSG Sonderform:2668501,IfcPlate,Systemelement:SageGlass VSG Sonderform,1.8,(P2) Bounding Box Length,2.448,(P2) Bounding Box Surface,0.1131,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOBq,Systemelement:SageGlass VSG Sonderform:2668517,IfcPlate,Systemelement:SageGlass VSG Sonderform,2.45,(P2) Bounding Box Length,3.136,(P2) Bounding Box Surface,0.1327,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOqq,Systemelement:SageGlass VSG Sonderform:2668581,IfcPlate,Systemelement:SageGlass VSG Sonderform,1.75,(P2) Bounding Box Length,1.4525,(P2) Bounding Box Surface,0.0378,(P1) IFC Quantities
1RSpNUafD2EO7VqckljMs9,Systemelement:SageGlass VSG Sonderform:2684092,IfcPlate,Systemelement:SageGlass VSG Sonderform,1.29,(P2) Bounding Box Length,1.3803,(P2) Bounding Box Surface,0.0648,(P1) IFC Quantities
1ran6Ok$9Ds9z8nLFEWG7T,Systemelement:SageGlass VSG Sonderform:2926509,IfcPlate,Systemelement:SageGlass VSG Sonderform,2.1,(P2) Bounding Box Length,2.625,(P2) Bounding Box Surface,0.0713,(P1) IFC Quantities
1ran6Ok$9Ds9z8nLFEWGyL,Systemelement:SageGlass VSG Sonderform:2926949,IfcPlate,Systemelement:SageGlass VSG Sonderform,1.02,(P2) Bounding Box Length,1.0404,(P2) Bounding Box Surface,0.027,(P1) IFC Quantities
2w96LHGif6cByum1oIr6Ah,Systemelement:SageGlass VSG Sonderform:2976316,IfcPlate,Systemelement:SageGlass VSG Sonderform,1.64,(P2) Bounding Box Length,2.1156,(P2) Bounding Box Surface,0.072,(P1) IFC Quantities
2I5zhhgbX0S9rytdIBc638,Systemelement:SageGlass VSG Sonderform:4792764,IfcPlate,Systemelement:SageGlass VSG Sonderform,2.28,(P2) Bounding Box Length,2.0748,(P2) Bounding Box Surface,0.0525,(P1) IFC Quantities
2p6mMpo0jBHOHKNx73TrN0,TU DF 1 - Pfostenstock Falztüre:DL - 900 x 2130:1118965,IfcDoor,TU DF 1 - Pfostenstock Falztüre:DL - 900 x 2130,2.31,(P2) Bounding Box Length,2.4486,(P2) Bounding Box Surface,0.1071,(P2) COMPAS Brep
20yGLH3eDFzRpYsEiSuB2Q,TU DF 1 - Pfostenstock Falztüre:DL - 900 x 2130:5470661,IfcDoor,TU DF 1 - Pfostenstock Falztüre:DL - 900 x 2130,2.39,(P2) Bounding Box Length,2.5334,(P2) Bounding Box Surface,0.1084,(P2) COMPAS Brep
1Tv0YGeiT2fAVW5nnqum0c,TU DF 1 - Rahmenstock flächenbündig variabel:DL - H - 900 x 2130 - EI 30:5464826,IfcDoor,TU DF 1 - Rahmenstock flächenbündig variabel:DL - H - 900 x 2130 - EI 30,2.13,(P2) Bounding Box Length,2.1087,(P2) Bounding Box Surface,0.1,(P2) COMPAS Brep
1a1$QVmKz8nRXZVkIMOOBt,Tür Forster Unico:Ausstattung Sage Glas:2668518,IfcWindow,Tür Forster Unico:Ausstattung Sage Glas,2.17,(P2) Bounding Box Length,2.6908,(P2) Bounding Box Surface,0.1289,(P2) COMPAS Brep
