GlobalId,Name,Entity,ObjectType,Length [m],Length Source,Largest Surface Area [m^2],Area Source,Volume [m^3],Volume Source
10a1LVtQ99hAiuvboonYd6,BSH Stütze - rechteckig:KVH 60 x 60:7575996,IfcColumn,BSH Stütze - rechteckig:KVH 60 x 60,2.81,(P2) Bounding Box Length,0.1686,(P2) Bounding Box Surface,0.0101,(P1) IFC Quantities
10a1LVtQ99hAiuvboonYc_,BSH Stütze - rechteckig:KVH 60 x 60:7576004,IfcColumn,BSH Stütze - rechteckig:KVH 60 x 60,2.81,(P2) Bounding Box Length,0.1686,(P2) Bounding Box Surface,0.0101,(P1) IFC Quantities
10a1LVtQ99hAiuvboonYcs,BSH Stütze - rechteckig:KVH 60 x 60:7576012,IfcColumn,BSH Stütze - rechteckig:KVH 60 x 60,2.81,(P2) Bounding Box Length,0.1686,(P2) Bounding Box Surface,0.0101,(P1) IFC Quantities
10a1LVtQ99hAiuvboonYck,BSH Stütze - rechteckig:KVH 60 x 60:7576020,IfcColumn,BSH Stütze - rechteckig:KVH 60 x 60,2.81,(P2) Bounding Box Length,0.1686,(P2) Bounding Box Surface,0.0101,(P1) IFC Quantities
10a1LVtQ99hAiuvboonYcc,BSH Stütze - rechteckig:KVH 60 x 60:7576028,IfcColumn,BSH Stütze - rechteckig:KVH 60 x 60,2.81,(P2) Bounding Box Length,0.1686,(P2) Bounding Box Surface,0.0101,(P1) IFC Quantities
10a1LVtQ99hAiuvboonYcM,BSH Stütze - rechteckig:KVH 60 x 60:7576044,IfcColumn,BSH Stütze - rechteckig:KVH 60 x 60,2.3,(P2) Bounding Box Length,0.138,(P2) Bounding Box Surface,0.0083,(P1) IFC Quantities
10a1LVtQ99hAiuvboonYcE,BSH Stütze - rechteckig:KVH 60 x 60:7576052,IfcColumn,BSH Stütze - rechteckig:KVH 60 x 60,2.3,(P2) Bounding Box Length,0.138,(P2) Bounding Box Surface,0.0083,(P1) IFC Quantities
10a1LVtQ99hAiuvboonYc6,BSH Stütze - rechteckig:KVH 60 x 60:7576060,IfcColumn,BSH Stütze - rechteckig:KVH 60 x 60,2.3,(P2) Bounding Box Length,0.138,(P2) Bounding Box Surface,0.0083,(P1) IFC Quantities
10a1LVtQ99hAiuvboonYf_,BSH Stütze - rechteckig:KVH 60 x 60:7576068,IfcColumn,BSH Stütze - rechteckig:KVH 60 x 60,0.6,(P2) Bounding Box Length,0.036,(P2) Bounding Box Surface,0.0022,(P1) IFC Quantities
10a1LVtQ99hAiuvboonYfs,BSH Stütze - rechteckig:KVH 60 x 60:7576076,IfcColumn,BSH Stütze - rechteckig:KVH 60 x 60,0.6,(P2) Bounding Box Length,0.036,(P2) Bounding Box Surface,0.0022,(P1) IFC Quantities
10a1LVtQ99hAiuvboonYfJ,BSH Stütze - rechteckig:KVH 60 x 60:7576105,IfcColumn,BSH Stütze - rechteckig:KVH 60 x 60,2.21,(P2) Bounding Box Length,0.1326,(P2) Bounding Box Surface,0.008,(P1) IFC Quantities
10a1LVtQ99hAiuvboonYfB,BSH Stütze - rechteckig:KVH 60 x 60:7576113,IfcColumn,BSH Stütze - rechteckig:KVH 60 x 60,2.3,(P2) Bounding Box Length,0.138,(P2) Bounding Box Surface,0.0083,(P1) IFC Quantities
10a1LVtQ99hAiuvboonYeY,BSH Stütze - rechteckig:KVH 60 x 60:7576152,IfcColumn,BSH Stütze - rechteckig:KVH 60 x 60,2.3,(P2) Bounding Box Length,0.138,(P2) Bounding Box Surface,0.0083,(P1) IFC Quantities
2xvVPd0LzDohLLAuF5KoDK,BSH Stütze - rechteckig:KVH 60 x 60:7595018,IfcColumn,BSH Stütze - rechteckig:KVH 60 x 60,2.21,(P2) Bounding Box Length,0.1326,(P2) Bounding Box Surface,0.008,(P1) IFC Quantities
0KPCqvCLP6JhtF3aQ$NaZ9,BSH Stütze - rechteckig:KVH 60 x 60:7603909,IfcColumn,BSH Stütze - rechteckig:KVH 60 x 60,2.21,(P2) Bounding Box Length,0.1326,(P2) Bounding Box Surface,0.008,(P1) IFC Quantities
0KPCqvCLP6JhtF3aQ$NaOZ,BSH Stütze - rechteckig:KVH 60 x 60:7604271,IfcColumn,BSH Stütze - rechteckig:KVH 60 x 60,2.21,(P2) Bounding Box Length,0.1326,(P2) Bounding Box Surface,0.008,(P1) IFC Quantities
0KPCqvCLP6JhtF3aQ$NaPE,BSH Stütze - rechteckig:KVH 60 x 60:7604290,IfcColumn,BSH Stütze - rechteckig:KVH 60 x 60,2.21,(P2) Bounding Box Length,0.1326,(P2) Bounding Box Surface,0.008,(P1) IFC Quantities
0KPCqvCLP6JhtF3aQ$NaPP,BSH Stütze - rechteckig:KVH 60 x 60:7604309,IfcColumn,BSH Stütze - rechteckig:KVH 60 x 60,2.21,(P2) Bounding Box Length,0.1326,(P2) Bounding Box Surface,0.008,(P1) IFC Quantities
0KPCqvCLP6JhtF3aQ$NaRF,BSH Stütze - rechteckig:KVH 60 x 60:7604419,IfcColumn,BSH Stütze - rechteckig:KVH 60 x 60,1.88,(P2) Bounding Box Length,0.1128,(P2) Bounding Box Surface,0.0068,(P1) IFC Quantities
0KPCqvCLP6JhtF3aQ$NaTI,BSH Stütze - rechteckig:KVH 60 x 60:7604574,IfcColumn,BSH Stütze - rechteckig:KVH 60 x 60,1.88,(P2) Bounding Box Length,0.1128,(P2) Bounding Box Surface,0.0068,(P1) IFC Quantities
2jrNktac94e8RoOaAr5LVH,BSH Stütze - rechteckig:KVH 60 x 60:7615068,IfcColumn,BSH Stütze - rechteckig:KVH 60 x 60,1.88,(P2) Bounding Box Length,0.1128,(P2) Bounding Box Surface,0.0068,(P1) IFC Quantities
2jrNktac94e8RoOaAr5LVW,BSH Stütze - rechteckig:KVH 60 x 60:7615085,IfcColumn,BSH Stütze - rechteckig:KVH 60 x 60,1.88,(P2) Bounding Box Length,0.1128,(P2) Bounding Box Surface,0.0068,(P1) IFC Quantities
2jrNktac94e8RoOaAr5LVq,BSH Stütze - rechteckig:KVH 60 x 60:7615097,IfcColumn,BSH Stütze - rechteckig:KVH 60 x 60,1.88,(P2) Bounding Box Length,0.1128,(P2) Bounding Box Surface,0.0068,(P1) IFC Quantities
1UzaZdmEr9cv2fHEMT5ysU,BSH Stütze - rechteckig:KVH 60 x 60:7616286,IfcColumn,BSH Stütze - rechteckig:KVH 60 x 60,2.21,(P2) Bounding Box Length,0.1326,(P2) Bounding Box Surface,0.008,(P1) IFC Quantities
1UzaZdmEr9cv2fHEMT5y27,BSH Stütze - rechteckig:KVH 60 x 60:7617031,IfcColumn,BSH Stütze - rechteckig:KVH 60 x 60,2.21,(P2) Bounding Box Length,0.1326,(P2) Bounding Box Surface,0.008,(P1) IFC Quantities
1UzaZdmEr9cv2fHEMT5xAn,BSH Stütze - rechteckig:KVH 60 x 60:7620657,IfcColumn,BSH Stütze - rechteckig:KVH 60 x 60,1.88,(P2) Bounding Box Length,0.1128,(P2) Bounding Box Surface,0.0068,(P1) IFC Quantities
1UzaZdmEr9cv2fHEMT5xB2,BSH Stütze - rechteckig:KVH 60 x 60:7620674,IfcColumn,BSH Stütze - rechteckig:KVH 60 x 60,1.88,(P2) Bounding Box Length,0.1128,(P2) Bounding Box Surface,0.0068,(P1) IFC Quantities
1UzaZdmEr9cv2fHEMT5x2L,BSH Stütze - rechteckig:KVH 60 x 60:7621141,IfcColumn,BSH Stütze - rechteckig:KVH 60 x 60,1.88,(P2) Bounding Box Length,0.1128,(P2) Bounding Box Surface,0.0068,(P1) IFC Quantities
17oI0mP4L0MAQhxvCbsF7u,BSH Stütze - rechteckig:KVH 60 x 60:7645024,IfcColumn,BSH Stütze - rechteckig:KVH 60 x 60,1.88,(P2) Bounding Box Length,0.1128,(P2) Bounding Box Surface,0.0068,(P1) IFC Quantities
17oI0mP4L0MAQhxvCbsF7W,BSH Stütze - rechteckig:KVH 60 x 60:7645048,IfcColumn,BSH Stütze - rechteckig:KVH 60 x 60,1.88,(P2) Bounding Box Length,0.1128,(P2) Bounding Box Surface,0.0068,(P1) IFC Quantities
17oI0mP4L0MAQhxvCbsF4Q,BSH Stütze - rechteckig:KVH 60 x 60:7645058,IfcColumn,BSH Stütze - rechteckig:KVH 60 x 60,1.88,(P2) Bounding Box Length,0.1128,(P2) Bounding Box Surface,0.0068,(P1) IFC Quantities
17oI0mP4L0MAQhxvCbsF4W,BSH Stütze - rechteckig:KVH 60 x 60:7645112,IfcColumn,BSH Stütze - rechteckig:KVH 60 x 60,1.88,(P2) Bounding Box Length,0.1128,(P2) Bounding Box Surface,0.0068,(P1) IFC Quantities
17oI0mP4L0MAQhxvCbsF5U,BSH Stütze - rechteckig:KVH 60 x 60:7645126,IfcColumn,BSH Stütze - rechteckig:KVH 60 x 60,1.88,(P2) Bounding Box Length,0.1128,(P2) Bounding Box Surface,0.0068,(P1) IFC Quantities
2SdjZCUwn8wfTcomAKpllm,BSH Stütze - rechteckig:KVH 60 x 60:7674033,IfcColumn,BSH Stütze - rechteckig:KVH 60 x 60,2.2,(P2) Bounding Box Length,0.132,(P2) Bounding Box Surface,0.0079,(P1) IFC Quantities
2SdjZCUwn8wfTcomAKplkS,BSH Stütze - rechteckig:KVH 60 x 60:7674077,IfcColumn,BSH Stütze - rechteckig:KVH 60 x 60,2.2,(P2) Bounding Box Length,0.132,(P2) Bounding Box Surface,0.0079,(P1) IFC Quantities
2SdjZCUwn8wfTcomAKplkc,BSH Stütze - rechteckig:KVH 60 x 60:7674087,IfcColumn,BSH Stütze - rechteckig:KVH 60 x 60,2.2,(P2) Bounding Box Length,0.132,(P2) Bounding Box Surface,0.0079,(P1) IFC Quantities
0OrKp320H5Yf_7RHyEphUy,BSH Träger - rechteckig:BSH Holz 240 x 240:2844654,IfcBeam,BSH Träger - rechteckig:BSH Holz 240 x 240,5.3,(P1) IFC Quantities,1.26,(P2) Bounding Box Surface,0.2938,(P1) IFC Quantities
3HFKYThnvBKRkv9hdgbkhr,BSH Träger - rechteckig:Holz 140 x 240:1699118,IfcBeam,BSH Träger - rechteckig:Holz 140 x 240,5.14,(P1) IFC Quantities,1.2168,(P2) Bounding Box Surface,0.1699,(P1) IFC Quantities
3HFKYThnvBKRkv9hdgbkbP,BSH Träger - rechteckig:Holz 140 x 240:1699458,IfcBeam,BSH Träger - rechteckig:Holz 140 x 240,5.605,(P1) IFC Quantities,1.3152,(P2) Bounding Box Surface,0.1834,(P1) IFC Quantities
3HFKYThnvBKRkv9hdgblSk,BSH Träger - rechteckig:Holz 140 x 240:1700085,IfcBeam,BSH Träger - rechteckig:Holz 140 x 240,4.612,(P1) IFC Quantities,1.0872,(P2) Bounding Box Surface,0.152,(P1) IFC Quantities
1s7hF4kkb7XRX_dK$UQExS,Contec_NotueberlaufEckig:Contec_NotueberlaufEckig:7131598,IfcBuildingElementProxy,Contec_NotueberlaufEckig:Contec_NotueberlaufEckig,0.34,(P2) Bounding Box Length,0.102,(P2) Bounding Box Surface,0.001,(P2) COMPAS Brep
2TLYsKbtX0nh0z8PYscOBM,Dachdämmung_V3:Dachdämmung_V3:5659319,IfcBuildingElementProxy,Dachdämmung_V3:Dachdämmung_V3,0,Not available,77.7005,(P3) Pset Quantities,0,Not available
0nK9oFqBX9tfLI4$NtgMoA,Einfügepunkt:Einfügepunkt:5139138,IfcBuildingElementProxy,Einfügepunkt:Einfügepunkt,0.06,(P2) Bounding Box Length,0.0036,(P2) Bounding Box Surface,0,(P2) COMPAS Brep
2CLn4ZUSr8B8TuzLO7ROP3,Einlauf Contec Tube:DN110:6763225,IfcBuildingElementProxy,Einlauf Contec Tube:DN110,0.3,(P2) Bounding Box Length,0.072,(P2) Bounding Box Surface,0.0004,(P2) COMPAS Brep
2CLn4ZUSr8B8TuzLO7RPai,Einlauf Contec Tube:DN75:6761910,IfcBuildingElementProxy,Einlauf Contec Tube:DN75,0.3,(P2) Bounding Box Length,0.072,(P2) Bounding Box Surface,0.0004,(P2) COMPAS Brep
2a3aebrJ92phd3vVWBKhnm,Einlauf Contec Tube:DN75:7091380,IfcBuildingElementProxy,Einlauf Contec Tube:DN75,0.24,(P2) Bounding Box Length,0.0576,(P2) Bounding Box Surface,0.0002,(P2) COMPAS Brep
2BG9j1Bgb2xOV69dnpdgb9,FE TÜR 3 tlg - DK-Fix im Rahmen-DK:Fenster Büro1:1813086,IfcWindow,FE TÜR 3 tlg - DK-Fix im Rahmen-DK:Fenster Büro1,3.32,(P2) Bounding Box Length,7.5364,(P2) Bounding Box Surface,0.3749,(P2) COMPAS Brep
2BG9j1Bgb2xOV69dnpdgeX,FE TÜR 3 tlg - DK-Fix im Rahmen-DK:Fenster Büro2:1812790,IfcWindow,FE TÜR 3 tlg - DK-Fix im Rahmen-DK:Fenster Büro2,3.99,(P2) Bounding Box Length,9.0573,(P2) Bounding Box Surface,0.4446,(P2) COMPAS Brep
3O2JgEUmDF3f26EOqfGjXS,"Fenster Forster Unico:Kippfenster mit Kettenantrieb, Sage Glas:1718724",IfcWindow,"Fenster Forster Unico:Kippfenster mit Kettenantrieb, Sage Glas",1.24,(P2) Bounding Box Length,0.8556,(P2) Bounding Box Surface,0.0507,(P2) COMPAS Brep
3mEEkmrT97eAmn8ALxnOYr,"Fenster Forster Unico:Kippfenster mit Kettenantrieb, Sage Glas:1755322",IfcWindow,"Fenster Forster Unico:Kippfenster mit Kettenantrieb, Sage Glas",1.24,(P2) Bounding Box Length,0.8556,(P2) Bounding Box Surface,0.0507,(P2) COMPAS Brep
1Vlw9LY_P3DPpfMF7Qz1d8,"Fenster Forster Unico:Kippfenster mit Kettenantrieb, Sage Glas:2639637",IfcWindow,"Fenster Forster Unico:Kippfenster mit Kettenantrieb, Sage Glas",1.24,(P2) Bounding Box Length,0.8556,(P2) Bounding Box Surface,0.0507,(P2) COMPAS Brep
1a1$QVmKz8nRXZVkIMOOAT,"Fenster Forster Unico:Kippfenster mit Kettenantrieb, Sage Glas:2668428",IfcWindow,"Fenster Forster Unico:Kippfenster mit Kettenantrieb, Sage Glas",1.45,(P2) Bounding Box Length,1.0005,(P2) Bounding Box Surface,0.0588,(P2) COMPAS Brep
1a1$QVmKz8nRXZVkIMOOqJ,"Fenster Forster Unico:Kippfenster mit Kettenantrieb, Sage Glas:2668546",IfcWindow,"Fenster Forster Unico:Kippfenster mit Kettenantrieb, Sage Glas",1.24,(P2) Bounding Box Length,0.8556,(P2) Bounding Box Surface,0.0507,(P2) COMPAS Brep
1a1$QVmKz8nRXZVkIMOOqT,"Fenster Forster Unico:Kippfenster mit Kettenantrieb, Sage Glas:2668556",IfcWindow,"Fenster Forster Unico:Kippfenster mit Kettenantrieb, Sage Glas",1.24,(P2) Bounding Box Length,0.8556,(P2) Bounding Box Surface,0.0507,(P2) COMPAS Brep
1a1$QVmKz8nRXZVkIMOOqm,"Fenster Forster Unico:Kippfenster mit Kettenantrieb, Sage Glas:2668577",IfcWindow,"Fenster Forster Unico:Kippfenster mit Kettenantrieb, Sage Glas",1.24,(P2) Bounding Box Length,0.8556,(P2) Bounding Box Surface,0.0507,(P2) COMPAS Brep
1RSpNUafD2EO7VqckljMs8,"Fenster Forster Unico:Kippfenster mit Kettenantrieb, Sage Glas:2684093",IfcWindow,"Fenster Forster Unico:Kippfenster mit Kettenantrieb, Sage Glas",0,Not available,0,Not available,0,Not available
1ran6Ok$9Ds9z8nLFEWG7U,"Fenster Forster Unico:Kippfenster mit Kettenantrieb, Sage Glas:2926510",IfcWindow,"Fenster Forster Unico:Kippfenster mit Kettenantrieb, Sage Glas",0,Not available,0,Not available,0,Not available
1ran6Ok$9Ds9z8nLFEWGyK,"Fenster Forster Unico:Kippfenster mit Kettenantrieb, Sage Glas:2926948",IfcWindow,"Fenster Forster Unico:Kippfenster mit Kettenantrieb, Sage Glas",0,Not available,0,Not available,0,Not available
2I5zhhgbX0S9rytdIBc639,"Fenster Forster Unico:Kippfenster mit Kettenantrieb, Sage Glas:4792765",IfcWindow,"Fenster Forster Unico:Kippfenster mit Kettenantrieb, Sage Glas",0,Not available,0,Not available,0,Not available
1P6pFwuHv33h85_5kQHEw0,Floor:3-Schichplatte 19mm:715156,IfcSlab,Floor:3-Schichplatte 19mm,3.26,(P2) Bounding Box Length,2.0212,(P2) Bounding Box Surface,0.0383,(P1) IFC Quantities
2ewG7WO$HAQuvB_xyehVGD,Floor:3-Schichplatte 19mm:7751752,IfcSlab,Floor:3-Schichplatte 19mm,2.42,(P2) Bounding Box Length,1.1374,(P2) Bounding Box Surface,0.0216,(P1) IFC Quantities
2DydaNIE5BZx1xClgJOnz2,Floor:3-Schichplatte 19mm:7905036,IfcSlab,Floor:3-Schichplatte 19mm,2.32,(P2) Bounding Box Length,0.9512,(P2) Bounding Box Surface,0.0175,(P1) IFC Quantities
0pSXx_jXr1aO3jn4osBOVe,Floor:3-Schichplatte 19mm:7914393,IfcSlab,Floor:3-Schichplatte 19mm,2.5,(P2) Bounding Box Length,2.05,(P2) Bounding Box Surface,0.0337,(P1) IFC Quantities
0pSXx_jXr1aO3jn4osBO1t,Floor:3-Schichplatte 19mm:7914502,IfcSlab,Floor:3-Schichplatte 19mm,2.68,(P2) Bounding Box Length,2.1976,(P2) Bounding Box Surface,0.0401,(P1) IFC Quantities
2HRNy9Dlv5uw9UESvb_JkV,Floor:3-Schichtplatte 27mm B/C:4895632,IfcSlab,Floor:3-Schichtplatte 27mm B/C,16.23,(P2) Bounding Box Length,77.2548,(P2) Bounding Box Surface,0.1159,(P1) IFC Quantities
3FgvoyW9nCf8PhpiAfh2x9,Floor:3-Schichtplatte 27mm B/C Rinnen:6153423,IfcSlab,Floor:3-Schichtplatte 27mm B/C Rinnen,4.53,(P2) Bounding Box Length,1.6761,(P2) Bounding Box Surface,0.0457,(P1) IFC Quantities
3FgvoyW9nCf8PhpiAfh2nb,Floor:3-Schichtplatte 27mm B/C Rinnen:6153827,IfcSlab,Floor:3-Schichtplatte 27mm B/C Rinnen,0.68,(P2) Bounding Box Length,0.2584,(P2) Bounding Box Surface,0.0064,(P1) IFC Quantities
3FgvoyW9nCf8PhpiAfh2B7,Floor:3-Schichtplatte 27mm B/C Rinnen:6154433,IfcSlab,Floor:3-Schichtplatte 27mm B/C Rinnen,5.94,(P2) Bounding Box Length,3.8016,(P2) Bounding Box Surface,0.1006,(P1) IFC Quantities
3FgvoyW9nCf8PhpiAfh2BB,Floor:3-Schichtplatte 27mm B/C Rinnen:6154445,IfcSlab,Floor:3-Schichtplatte 27mm B/C Rinnen,4.62,(P2) Bounding Box Length,1.9404,(P2) Bounding Box Surface,0.0487,(P1) IFC Quantities
0mZKsgvRH1Mhc20hMTKOGe,Floor:3-Schichtplatte 40mm:5206093,IfcSlab,Floor:3-Schichtplatte 40mm,1.21,(P2) Bounding Box Length,0.5445,(P2) Bounding Box Surface,0.0218,(P1) IFC Quantities
0hwsZ_JYbDhgh3xE2hTxxt,Floor:Betonauflager 15cm:3980840,IfcSlab,Floor:Betonauflager 15cm,1.48,(P2) Bounding Box Length,0.9324,(P2) Bounding Box Surface,0.1336,(P1) IFC Quantities
0hwsZ_JYbDhgh3xE2hTy0i,Floor:Betonauflager:3981555,IfcSlab,Floor:Betonauflager,1.46,(P2) Bounding Box Length,1.1534,(P2) Bounding Box Surface,0.3364,(P1) IFC Quantities
0KExtSJDPCowTJFaGqhOG_,Floor:Betonauflager:3983127,IfcSlab,Floor:Betonauflager,1.58,(P2) Bounding Box Length,1.659,(P2) Bounding Box Surface,0.447,(P1) IFC Quantities
0KExtSJDPCowTJFaGqhOzE,Floor:Betonauflager:3984487,IfcSlab,Floor:Betonauflager,1.52,(P2) Bounding Box Length,1.2312,(P2) Bounding Box Surface,0.3391,(P1) IFC Quantities
1ToJR57Y16uvjKSTB4E_Uw,Floor:Boden BSP 120 - 5s:1353113,IfcSlab,Floor:Boden BSP 120 - 5s,16.66,(P2) Bounding Box Length,88.298,(P2) Bounding Box Surface,2.4818,(P1) IFC Quantities
2ro6NVukjA0hxWwZJgTpIl,Floor:Boden BSP 120 - 5s:729845,IfcSlab,Floor:Boden BSP 120 - 5s,7.97,(P2) Bounding Box Length,25.1852,(P2) Bounding Box Surface,0.6181,(P1) IFC Quantities
3PSzbSor5DzehfFtR_jjmV,Floor:Bodenaufbau Hauptgeschoss:687594,IfcSlab,Floor:Bodenaufbau Hauptgeschoss,7.79,(P2) Bounding Box Length,56.5554,(P2) Bounding Box Surface,17.0593,(P1) IFC Quantities
17eMdncQP0cPM7MCmsTKi8,Floor:Bodenaufbau Hauptgeschoss ohne FBH:5900012,IfcSlab,Floor:Bodenaufbau Hauptgeschoss ohne FBH,17.43,(P2) Bounding Box Length,115.3866,(P2) Bounding Box Surface,27.9729,(P1) IFC Quantities
0XxTIRndPDswCFuTTPaYIN,Floor:BSP 160 - 5s:1434703,IfcSlab,Floor:BSP 160 - 5s,16.94,(P2) Bounding Box Length,94.6946,(P2) Bounding Box Surface,2.7814,(P1) IFC Quantities
2jAvTWzIDDVwOZ7INHOYP8,Floor:Dachaufbau Brüstung Dämmung:5758680,IfcSlab,Floor:Dachaufbau Brüstung Dämmung,5.81,(P2) Bounding Box Length,4.5318,(P2) Bounding Box Surface,0.8351,(P1) IFC Quantities
2jAvTWzIDDVwOZ7INHOYSG,Floor:Dachaufbau Brüstung Dämmung:5758848,IfcSlab,Floor:Dachaufbau Brüstung Dämmung,17.34,(P2) Bounding Box Length,14.0454,(P2) Bounding Box Surface,2.7071,(P1) IFC Quantities
199T$m0nD4axfazuVuomLz,Floor:Dachaufbau Brüstung Galerie:5450904,IfcSlab,Floor:Dachaufbau Brüstung Galerie,13.25,(P2) Bounding Box Length,9.1425,(P2) Bounding Box Surface,0.8093,(P1) IFC Quantities
2ByFqIx1z6sRN81G1BosVb,Floor:Dachaufbau Brüstung Galerie:5454513,IfcSlab,Floor:Dachaufbau Brüstung Galerie,5.81,(P2) Bounding Box Length,3.8927,(P2) Bounding Box Surface,0.3385,(P1) IFC Quantities
1ZIRQX$TfEIRikXNstb4X1,Floor:Dachaufbau Brüstung Galerie:5748346,IfcSlab,Floor:Dachaufbau Brüstung Galerie,4.39,(P2) Bounding Box Length,2.9852,(P2) Bounding Box Surface,0.129,(P1) IFC Quantities
3aZo0S2I96r9qQEHPlwtlZ,Floor:Dämmung Galerie:1708478,IfcSlab,Floor:Dämmung Galerie,5.8,(P2) Bounding Box Length,4.698,(P2) Bounding Box Surface,0.7629,(P1) IFC Quantities
3a0Mgibof9x85fiPU32sc5,Floor:Dämmung Galerie:6151257,IfcSlab,Floor:Dämmung Galerie,3.93,(P2) Bounding Box Length,2.1222,(P2) Bounding Box Surface,0.4214,(P1) IFC Quantities
2BjcZPYG5EXeSo44PvDjhp,Floor:Dämmung Galerie:6152230,IfcSlab,Floor:Dämmung Galerie,0.77,(P2) Bounding Box Length,0.4312,(P2) Bounding Box Surface,0.0734,(P1) IFC Quantities
2uvY1DJi929x4ZbMR9rWjH,Floor:Fensterbank 24mm:6737713,IfcSlab,Floor:Fensterbank 24mm,3.2,(P2) Bounding Box Length,0.704,(P2) Bounding Box Surface,0.0169,(P1) IFC Quantities
2a3aebrJ92phd3vVWBKgpr,Floor:Fensterbank 40mm:7087153,IfcSlab,Floor:Fensterbank 40mm,3.2,(P2) Bounding Box Length,0.864,(P2) Bounding Box Surface,0.0352,(P1) IFC Quantities
1GjZcyYVLBcx2z5iv5jRh9,Floor:Fensterbank 40mm:7110852,IfcSlab,Floor:Fensterbank 40mm,3.9,(P2) Bounding Box Length,0.936,(P2) Bounding Box Surface,0.0328,(P1) IFC Quantities
38HSmLAJbFOhZWAiU9Q2xR,Floor:Fensterbank 40mm:7133088,IfcSlab,Floor:Fensterbank 40mm,3.9,(P2) Bounding Box Length,0.975,(P2) Bounding Box Surface,0.0306,(P1) IFC Quantities
3PSzbSor5DzehfFtR_jj$X,Floor:Funicular Floor:687636,IfcSlab,Floor:Funicular Floor,5.22,(P2) Bounding Box Length,27.2484,(P2) Bounding Box Surface,8.0793,(P1) IFC Quantities
3PSzbSor5DzehfFtR_jj$k,Floor:Funicular Floor:687643,IfcSlab,Floor:Funicular Floor,5.21,(P2) Bounding Box Length,23.966,(P2) Bounding Box Surface,7.0912,(P1) IFC Quantities
1ToJR57Y16uvjKSTB4E_TQ,Floor:Galerie Fussbodenaufbau:1353081,IfcSlab,Floor:Galerie Fussbodenaufbau,16.83,(P2) Bounding Box Length,107.712,(P2) Bounding Box Surface,4.9429,(P1) IFC Quantities
3fl00qHO16BwCmbpQP9mlL,Floor:Gitterrost schwarz:354156,IfcSlab,Floor:Gitterrost schwarz,4.18,(P2) Bounding Box Length,2.4244,(P2) Bounding Box Surface,0.042,(P1) IFC Quantities
3ZnJlnBePBXQGgUrEPS3c7,Floor:Massivholz 24mm:6301249,IfcSlab,Floor:Massivholz 24mm,2.05,(P2) Bounding Box Length,0.287,(P2) Bounding Box Surface,0.0068,(P1) IFC Quantities
0plsFTxFrAH8fTRVJG6Lb8,Floor:Mehrschichtplatte 50mm:3167216,IfcSlab,Floor:Mehrschichtplatte 50mm,5.5,(P2) Bounding Box Length,3.795,(P2) Bounding Box Surface,0.1494,(P1) IFC Quantities
3jKm0H8f1AQuuPk7btbddX,Floor:OSB 22mm:4937655,IfcSlab,Floor:OSB 22mm,5.43,(P2) Bounding Box Length,27.3129,(P2) Bounding Box Surface,0.4962,(P1) IFC Quantities
1S35BczMT7B9cCHIVpJ9Sk,Floor:OSB 22mm:4944096,IfcSlab,Floor:OSB 22mm,5.58,(P2) Bounding Box Length,29.7972,(P2) Bounding Box Surface,0.5414,(P1) IFC Quantities
3HSD1KlFnFqu5xZ0joFL0N,Floor:OSB 25mm:5183063,IfcSlab,Floor:OSB 25mm,5.46,(P2) Bounding Box Length,29.0472,(P2) Bounding Box Surface,0.6074,(P1) IFC Quantities
0B5LmnHMTFigN_vHqAWq1m,Floor:OSB 25mm:5185075,IfcSlab,Floor:OSB 25mm,5.31,(P2) Bounding Box Length,26.6562,(P2) Bounding Box Surface,0.5588,(P1) IFC Quantities
30RxpADCrAnvK_DVyOL06y,Floor:Perimeterdämmung:4784219,IfcSlab,Floor:Perimeterdämmung,2.02,(P2) Bounding Box Length,2.02,(P2) Bounding Box Surface,0.1618,(P1) IFC Quantities
30RxpADCrAnvK_DVyOL05K,Floor:Perimeterdämmung:4784307,IfcSlab,Floor:Perimeterdämmung,4.91,(P2) Bounding Box Length,4.91,(P2) Bounding Box Surface,0.3932,(P1) IFC Quantities
3dHkNX9eXDKekm9KvP4T_n,Floor:Terrassenbelag Holzlattung Douglasie:7269453,IfcSlab,Floor:Terrassenbelag Holzlattung Douglasie,8.57,(P2) Bounding Box Length,19.3682,(P2) Bounding Box Surface,0.3438,(P1) IFC Quantities
3FWYQdBzL92vc$OVs8UAaq,Haustechnik_Platzhalter:Pury Ausseneinheit:6192195,IfcBuildingElementProxy,Haustechnik_Platzhalter:Pury Ausseneinheit,1.5,(P2) Bounding Box Length,1.38,(P2) Bounding Box Surface,1.0453,(P2) COMPAS Brep
0VdHPsho55ABxgn0nxYcNJ,Holz Träger - rechteckig:Alu Eurotec 40 x 60:7547868,IfcBeam,Holz Träger - rechteckig:Alu Eurotec 40 x 60,7.755,(P1) IFC Quantities,0.4656,(P2) Bounding Box Surface,0.0186,(P1) IFC Quantities
0VdHPsho55ABxgn0nxYcAS,Holz Träger - rechteckig:Alu Eurotec 40 x 60:7548051,IfcBeam,Holz Träger - rechteckig:Alu Eurotec 40 x 60,6.72,(P1) IFC Quantities,0.4032,(P2) Bounding Box Surface,0.0161,(P1) IFC Quantities
